Sample	Study	Site	Admin level 2	Admin level 1	Country	Continent	Site latitude	Site longitude	Admin level 2 latitude	Admin level 2 longitude	Admin level 1 latitude	Admin level 1 longitude	Country latitude	Country longitude	Population	Day	Month	Year	All samples same case	Curated timepoint	Source ENA accession	% callable	Sample type	Is returning traveller	Sample was in Pv4	Exclusion reason	QC pass	Exclusion reason plus time series	QC pass plus time series	MalariaGEN ENA project accession	MalariaGEN ENA experiment accession	MalariaGEN ENA sample accession	MalariaGEN ENA run accession	MalariaGEN ENA CRAM URL	MalariaGEN ENA FASTQ URL
PD0611-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	1.0	4.0	2012	PD0611-C		ERR337614	91.87946727525724	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260859	ERS27228694	ERR15860865	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860865/PD0611-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/065/ERR15860865/ERR15860865_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/065/ERR15860865/ERR15860865_2.fastq.gz
PD0612-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	22.0	12.0	2010	PD0612-C		ERR337617	90.15598129393886	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261043	ERS27228878	ERR15861049	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861049/PD0612-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/049/ERR15861049/ERR15861049_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/049/ERR15861049/ERR15861049_2.fastq.gz
PD0613-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	16.0	7.0	2007	PD0613-C		ERR337620	92.7539787673045	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260913	ERS27228748	ERR15860919	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860919/PD0613-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/019/ERR15860919/ERR15860919_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/019/ERR15860919/ERR15860919_2.fastq.gz
PD0614-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	16.0	7.0	2007	PD0614-C		ERR337623	93.16321130289232	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260899	ERS27228734	ERR15860905	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860905/PD0614-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15860905/ERR15860905_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15860905/ERR15860905_2.fastq.gz
PD0615-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	30.0	8.0	2001	PD0615-C		ERR337626	88.8807220525552	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261020	ERS27228855	ERR15861026	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861026/PD0615-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/026/ERR15861026/ERR15861026_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/026/ERR15861026/ERR15861026_2.fastq.gz
PD0616-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	5.0	9.0	2012	PD0616-C		ERR337629	89.02833116272252	gDNA	False	True	Unverified_metadata	False	Unverified_metadata	False	PRJEB102781	ERX15260908	ERS27228743	ERR15860914	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860914/PD0616-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/014/ERR15860914/ERR15860914_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/014/ERR15860914/ERR15860914_2.fastq.gz
PD0617-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	21.0	7.0	2012	PD0617-C		ERR337597	90.06188763147158	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260936	ERS27228771	ERR15860942	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860942/PD0617-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/042/ERR15860942/ERR15860942_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/042/ERR15860942/ERR15860942_2.fastq.gz
PD0618-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	11.0	10.0	2011	PD0618-C		ERR337601	88.62795875498571	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260930	ERS27228765	ERR15860936	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860936/PD0618-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/036/ERR15860936/ERR15860936_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/036/ERR15860936/ERR15860936_2.fastq.gz
PD0619-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	13.0	6.0	2012	PD0619-C		ERR337604	87.75671514530558	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260876	ERS27228711	ERR15860882	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860882/PD0619-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/082/ERR15860882/ERR15860882_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/082/ERR15860882/ERR15860882_2.fastq.gz
PD0620-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	19.0	4.0	2012	PD0620-C,PD0677-C		ERR337607	87.94109395822957	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260959	ERS27228794	ERR15860965	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860965/PD0620-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/065/ERR15860965/ERR15860965_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/065/ERR15860965/ERR15860965_2.fastq.gz
PD0622-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	13.0	9.0	2012	PD0622-C,PD0622-Cx		ERR337612	89.0555382634418	gDNA	False	True	Unverified_metadata	False	Unverified_metadata	False	PRJEB102781	ERX15260919	ERS27228754	ERR15860925	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860925/PD0622-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/025/ERR15860925/ERR15860925_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/025/ERR15860925/ERR15860925_2.fastq.gz
PD0622-Cx	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	13.0	9.0	2012	PD0622-C,PD0622-Cx		ERR527357	90.09181165441176	gDNA	False	True	Unverified_metadata	False	Unverified_metadata	False	PRJEB102781	ERX15260893	ERS27228728	ERR15860899	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860899/PD0622-Cx.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/099/ERR15860899/ERR15860899_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/099/ERR15860899/ERR15860899_2.fastq.gz
PD0623-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	5.0	12.0	2012	PD0607-C,PD0623-C	D3995H00	ERR337615	89.89352109779635	gDNA	False	True	Lower_covered_duplicate	False	Analysis_set	True	PRJEB102781	ERX15260915	ERS27228750	ERR15860921	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860921/PD0623-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/021/ERR15860921/ERR15860921_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/021/ERR15860921/ERR15860921_2.fastq.gz
PD0624-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	15.0	8.0	2012	PD0624-C		ERR337618	89.67455576169499	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261064	ERS27228899	ERR15861070	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861070/PD0624-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/070/ERR15861070/ERR15861070_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/070/ERR15861070/ERR15861070_2.fastq.gz
PD0625-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	6.0	7.0	2012	PD0625-C		ERR337621	90.13884987689312	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260889	ERS27228724	ERR15860895	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860895/PD0625-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/095/ERR15860895/ERR15860895_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/095/ERR15860895/ERR15860895_2.fastq.gz
PD0647-C	1052-PF-TRAC-WHITE	Sisaket		Sisaket	Thailand	Asia	15.0	104.4			14.856456904860796	104.37040274444226	15.05576172099718	100.90091946898464	AS-SE-E	18.0	9.0	2012	PD0647-C		ERR426015	88.084708607337	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260873	ERS27228708	ERR15860879	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860879/PD0647-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/079/ERR15860879/ERR15860879_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/079/ERR15860879/ERR15860879_2.fastq.gz
PD0661-C	1052-PF-TRAC-WHITE	Sisaket		Sisaket	Thailand	Asia	15.0	104.4			14.856456904860796	104.37040274444226	15.05576172099718	100.90091946898464	AS-SE-E	26.0	1.0	2013	PD0661-C		ERR426035	87.83390466178743	gDNA	False	True	Mixed_species	False	Mixed_species	False	PRJEB102781	ERX15260858	ERS27228693	ERR15860864	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860864/PD0661-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/064/ERR15860864/ERR15860864_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/064/ERR15860864/ERR15860864_2.fastq.gz
PD0673-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	23.0	6.0	2008	PD0673-C		ERR527349	3.39760937703866	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15260868	ERS27228703	ERR15860874	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860874/PD0673-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/074/ERR15860874/ERR15860874_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/074/ERR15860874/ERR15860874_2.fastq.gz
PD0674-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	9.0	7.0	2007	PD0674-C		ERR527350	91.84315555812212	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260864	ERS27228699	ERR15860870	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860870/PD0674-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/070/ERR15860870/ERR15860870_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/070/ERR15860870/ERR15860870_2.fastq.gz
PD0675-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	1.0	7.0	2011	PD0675-C		ERR527352	88.84315001408564	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260890	ERS27228725	ERR15860896	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860896/PD0675-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/096/ERR15860896/ERR15860896_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/096/ERR15860896/ERR15860896_2.fastq.gz
PD0676-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	8.0	5.0	2012	PD0676-C		ERR527353	89.34945139693018	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260895	ERS27228730	ERR15860901	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860901/PD0676-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15860901/ERR15860901_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15860901/ERR15860901_2.fastq.gz
PD0677-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	19.0	4.0	2012	PD0620-C,PD0677-C		ERR527354	87.67118202610979	gDNA	False	True	Lower_covered_duplicate	False	Lower_covered_duplicate	False	PRJEB102781	ERX15260874	ERS27228709	ERR15860880	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860880/PD0677-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/080/ERR15860880/ERR15860880_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/080/ERR15860880/ERR15860880_2.fastq.gz
PD0678-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	25.0	3.0	2011	PD0678-C		ERR527355	88.8136151067487	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260880	ERS27228715	ERR15860886	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860886/PD0678-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/086/ERR15860886/ERR15860886_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/086/ERR15860886/ERR15860886_2.fastq.gz
PD0679-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	13.0	10.0	2007	PD0679-C		ERR527356	91.2870749260689	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260898	ERS27228733	ERR15860904	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860904/PD0679-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR15860904/ERR15860904_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR15860904/ERR15860904_2.fastq.gz
PD0680-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	27.0	10.0	2006	PD0680-C		ERR527358	92.45751399963903	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260865	ERS27228700	ERR15860871	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860871/PD0680-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/071/ERR15860871/ERR15860871_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/071/ERR15860871/ERR15860871_2.fastq.gz
PD0681-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	5.0	7.0	2007	PD0681-C		ERR527370	89.1374350456727	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260910	ERS27228745	ERR15860916	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860916/PD0681-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15860916/ERR15860916_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15860916/ERR15860916_2.fastq.gz
PD0682-CW	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	12.0	4.0	2011	PD0682-CW		ERR713941	89.11538286582127	MDA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261109	ERS27228944	ERR15861115	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861115/PD0682-CW.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/015/ERR15861115/ERR15861115_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/015/ERR15861115/ERR15861115_2.fastq.gz
PD0683-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	18.0	2.0	2011	PD0683-C		ERR527361	88.8720891957645	gDNA	False	True	Unverified_metadata	False	Unverified_metadata	False	PRJEB102781	ERX15260892	ERS27228727	ERR15860898	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860898/PD0683-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/098/ERR15860898/ERR15860898_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/098/ERR15860898/ERR15860898_2.fastq.gz
PD0684-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	29.0	11.0	2006	PD0684-C		ERR527374	91.79558359299914	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260976	ERS27228811	ERR15860982	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860982/PD0684-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/082/ERR15860982/ERR15860982_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/082/ERR15860982/ERR15860982_2.fastq.gz
PD0685-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	13.0	7.0	2013	PD0685-C		ERR527351	90.20083633684092	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260888	ERS27228723	ERR15860894	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860894/PD0685-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/094/ERR15860894/ERR15860894_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/094/ERR15860894/ERR15860894_2.fastq.gz
PD0686-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	17.0	9.0	2007	PD0686-C		ERR527364	88.3909253695901	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260856	ERS27228691	ERR15860862	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860862/PD0686-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15860862/ERR15860862_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15860862/ERR15860862_2.fastq.gz
PD0687-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	17.0	5.0	2012	PD0687-C		ERR527365	89.58401234866976	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260887	ERS27228722	ERR15860893	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860893/PD0687-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/093/ERR15860893/ERR15860893_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/093/ERR15860893/ERR15860893_2.fastq.gz
PD0688-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	18.0	7.0	2011	PD0688-C		ERR527366	89.46544916870961	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261007	ERS27228842	ERR15861013	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861013/PD0688-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15861013/ERR15861013_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15861013/ERR15861013_2.fastq.gz
PD0689-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	4.0	8.0	2011	PD0689-C		ERR527378	88.97903400364177	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260916	ERS27228751	ERR15860922	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860922/PD0689-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/022/ERR15860922/ERR15860922_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/022/ERR15860922/ERR15860922_2.fastq.gz
PD0690-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	12.0	1.0	2011	PD0690-C		ERR527367	88.09708110611999	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260848	ERS27228683	ERR15860854	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860854/PD0690-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/054/ERR15860854/ERR15860854_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/054/ERR15860854/ERR15860854_2.fastq.gz
PD0691-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	25.0	10.0	2006	PD0691-C		ERR527381	88.50467797877378	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260841	ERS27228676	ERR15860847	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860847/PD0691-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/047/ERR15860847/ERR15860847_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/047/ERR15860847/ERR15860847_2.fastq.gz
PD0692-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	21.0	12.0	2011	PD0692-C		ERR527369	88.26296487563641	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260884	ERS27228719	ERR15860890	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860890/PD0692-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/090/ERR15860890/ERR15860890_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/090/ERR15860890/ERR15860890_2.fastq.gz
PD0693-C	1154-PV-TH-PRICE	Wangpha	Mae Ramat	Tak	Thailand	Asia	16.835	98.538	17.096018201116145	98.58995821144356	16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	24.0	12.0	2010	PD0693-C		ERR527371	90.38705742275374	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261012	ERS27228847	ERR15861018	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861018/PD0693-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15861018/ERR15861018_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15861018/ERR15861018_2.fastq.gz
PD0694-C	1154-PV-TH-PRICE	Tak		Tak	Thailand	Asia	16.5	98.7			16.712262941875203	98.78736740814588	15.05576172099718	100.90091946898464	AS-SE-W	24.0	2.0	2011	PD0694-C		ERR527372	88.36607017999489	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15260885	ERS27228720	ERR15860891	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15860891/PD0694-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/091/ERR15860891/ERR15860891_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/091/ERR15860891/ERR15860891_2.fastq.gz
